,aircraft,airline_name,aisle_space_rating,author,author_country,cabin_flown,cabin_staff_rating,content,date,date_flown,food_beverages_rating,ground_service_rating,inflight_entertainment_rating,link,overall_rating,power_supply_rating,recommended,route,seat_comfort_rating,seat_layout,seat_legroom_rating,seat_recline_rating,seat_storage_rating,seat_width_rating,title,type_traveller,value_money_rating,viewing_tv_rating,wifi_connectivity_rating,negativereason_confidence,negativereason
925,,united-airlines,,Andrea Brice,United States,Economy,1.0,I flew from Tulsa to Houston to Veracruz all on the same plane with the same crew. The flight attendant was great but no one on the crew spoke any Spanish. We circled Vera Cruz two times and couldn't land because of weather. We landed in Tampico and 90% of the passengers did not know what was going on because all the announcements were in English!  2 hours later we got fuel and tried again to land in Vera Cruz we landed in Acapulco at 4am. Basically a 3 hour flight turned into a frustrating scary 21 hours ending in me purchasing another one way flight and not being refunded. United seems unorganized and incompetent. Why would you send a plane to Mexico with a crew who know no Spanish.,2015-07-03,,2.0,1.0,,/airline-reviews/united-airlines,1.0,,0,Tulsa to VeraCruz,1.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,,1.0227272727272727,Flight Attendant
926,,united-airlines,,Mary Ann Heisler,United States,Economy,1.0,"Sitting in the airport flight is now 1.5 hours late. All but 1 United flight in this terminal are hours late. Weather is great rep can't give a reason for these outrageous delays ""we are waiting for the aircraft"". Consumer be warned avoid United.",2015-07-03,,,1.0,,/airline-reviews/united-airlines,1.0,,0,Newark to Halifax,1.0,,,,,,United Airlines customer review,Couple Leisure,1.0,,,1.2,General
927,,united-airlines,,Mary Ann Heisler,United States,Economy,1.0,"Sitting in the airport flight is now 1.5 hours late. All but 1 United flight in this terminal are hours late. Weather is great rep can't give a reason for these outrageous delays ""we are waiting for the aircraft"". Consumer be warned avoid United.",2015-07-03,,,1.0,,/airline-reviews/united-airlines,1.0,,0,Newark to Halifax,1.0,,,,,,United Airlines customer review,Couple Leisure,1.0,,,1.2,General
928,,united-airlines,,Martha Mcintyre,United States,Economy,2.0,I was supposed to leave at 11 am to Dallas connect to RS instead waited for 10 hours in LA airport then I was sent to San Francisco waited 4 hours for a flight to Chicago and from there to Fort Myers. The trip was over 24 hours. The say it's the weather but really I think they overbooked. The planes have the most uncomfortable seats. Talk about a nightmare!,2015-07-02,,,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Los Angeles to Fort Myers ,1.0,,,,,,United Airlines customer review,Business,1.0,,1.0,0.975,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
929,,united-airlines,,Martha Mcintyre,United States,Economy,2.0,I was supposed to leave at 11 am to Dallas connect to RS instead waited for 10 hours in LA airport then I was sent to San Francisco waited 4 hours for a flight to Chicago and from there to Fort Myers. The trip was over 24 hours. The say it's the weather but really I think they overbooked. The planes have the most uncomfortable seats. Talk about a nightmare!,2015-07-02,,,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Los Angeles to Fort Myers ,1.0,,,,,,United Airlines customer review,Business,1.0,,1.0,0.975,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
930,Boeing 767-300,united-airlines,,Stuart McLoughlin,United Kingdom,Premium Economy,3.0,"Without question the most unhelpful ground staff that I have encountered and I travel almost weekly both internationally and domestically. The aircraft cabin crew were great. The aircraft was an old (very old!) Boeing 767-300 and the ""Premium Economy "" seats were a joke. The aircraft was delayed by 3 hours in Newark because of ""the inbound aircraft not being available"" and when the aircraft finally did arrive it developed a ""computer fault"" that further delayed departure by another hour. What I found incredibly frustrating was the complete lack of customer service by United staff at Newark. They obviously view customers as a hindrance. Never again. ",2015-07-02,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Miami to London via Newark,1.0,,,,,,United Airlines customer review,Business,1.0,,1.0,0.8531249999999999,Flight Attendant
931,Boeing 777,united-airlines,,R Kant,Singapore,Economy,5.0,Service seats leg room and entertainment was excellent. I read all reviews prior to travel and my family and I were nervous. I will go as far to say it had more leg room than Singapore Airlines. Flight UA804 met and exceeded expectations. Now onto New York from Tokyo.,2015-07-02,,5.0,5.0,5.0,/airline-reviews/united-airlines,10.0,,1,Singapore to Tokyo,5.0,,,,,,United Airlines customer review,FamilyLeisure,5.0,,5.0,0.6527272727272727,General
932,,united-airlines,,Felipe Posta,Brazil,Economy,1.0,Crew were rude and unhelpful. The aircraft they use for a 10-hour flight from São Paulo to Washington barely has any entertainment system - its just a bunch of tiny TV sets with a fixed programme. I could perhaps be a little more understanding if the ticket prices were lower than the average which they're not! To top this experience my connecting flight was delayed 4 hours was overbooked and not a penny was offered for food or anything. ,2015-07-02,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,São Paulo to Zurich via Washington,1.0,,,,,,United Airlines customer review,Business,1.0,,,0.940625,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Food
933,,united-airlines,,Katie Aviles,United States,Economy,1.0,The employee demanded she check our bags claiming there was no room on the aircraft when we weren't even done boarding. They then let everyone board the plane leave us sitting there for about 20 minutes only to tell us the flight was cancelled. A stewardess came on the intercom and told us that they knew 2 hours before boarding that the crew was going to time out but management wouldn't allow them to cancel the flight until after everyone boarded! We were then told that the next flight out wasn't until 9.40 the next morning leaving us stranded in Washington overnight. We were told that all hotels in the area were booked but then found out they were giving away rooms to others. The employees were joking around about getting to go home and sleep while we all got to sleep in the airport. ,2015-07-02,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,San Diego to Orlando via Washington,1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,1.0,1.0,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Cancelled Flight/Flight Attendant
934,,united-airlines,,Katie Aviles,United States,Economy,1.0,The employee demanded she check our bags claiming there was no room on the aircraft when we weren't even done boarding. They then let everyone board the plane leave us sitting there for about 20 minutes only to tell us the flight was cancelled. A stewardess came on the intercom and told us that they knew 2 hours before boarding that the crew was going to time out but management wouldn't allow them to cancel the flight until after everyone boarded! We were then told that the next flight out wasn't until 9.40 the next morning leaving us stranded in Washington overnight. We were told that all hotels in the area were booked but then found out they were giving away rooms to others. The employees were joking around about getting to go home and sleep while we all got to sleep in the airport. ,2015-07-02,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,San Diego to Orlando via Washington,1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,1.0,1.0,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Cancelled Flight/Flight Attendant
935,,united-airlines,,Tim Sewell,United States,Economy,1.0,"2.5 hours waiting in line for the customer service desk for United Airlines becuase my earlier flight was canceled because of ""bad weather"". I finally got to the desk to be told I would have too wait another 25 hours. I am currently waiting and I am on standby. I will not be traveling with United again.",2015-07-02,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,SAN to IAH,2.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,2.0,1.175,Cancelled Flight
936,,united-airlines,,Tim Sewell,United States,Economy,1.0,"2.5 hours waiting in line for the customer service desk for United Airlines becuase my earlier flight was canceled because of ""bad weather"". I finally got to the desk to be told I would have too wait another 25 hours. I am currently waiting and I am on standby. I will not be traveling with United again.",2015-07-02,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,SAN to IAH,2.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,2.0,1.175,Cancelled Flight
